epoch 0 train loss : tensor(0.1126, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.17122044804550351 epoch time : 78.78494310379028
epoch 398 train loss : tensor(0.0124, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02795586504396938 epoch time : 72.21804594993591
epoch 399 train loss : tensor(0.0125, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026666052550787016 epoch time : 72.27503490447998
epoch 400 train loss : tensor(0.0117, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02574835815245197 epoch time : 71.92805171012878
epoch 401 train loss : tensor(0.0114, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02655895985662937 epoch time : 72.36667227745056
epoch 402 train loss : tensor(0.0111, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.025924147505845343 epoch time : 72.23421788215637
epoch 403 train loss : tensor(0.0131, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02808327041566372 epoch time : 72.04987859725952
epoch 404 train loss : tensor(0.0119, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02698385768703052 epoch time : 72.10321235656738
epoch 405 train loss : tensor(0.0116, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026601802912496385 epoch time : 72.11378049850464
epoch 406 train loss : tensor(0.0128, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026516688100638845 epoch time : 72.03953146934509
epoch 407 train loss : tensor(0.0129, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.027453510977682612 epoch time : 72.13974928855896
epoch 408 train loss : tensor(0.0116, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02775659083965279 epoch time : 72.22802758216858
epoch 409 train loss : tensor(0.0133, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.025918573229795412 epoch time : 72.09835410118103
epoch 410 train loss : tensor(0.0114, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.025837160646915436 epoch time : 72.09564304351807
epoch 411 train loss : tensor(0.0117, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026906580619868777 epoch time : 72.06382703781128
epoch 412 train loss : tensor(0.0118, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02641730329820088 epoch time : 72.24302458763123
epoch 413 train loss : tensor(0.0125, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026622013055852482 epoch time : 72.09722948074341
epoch 414 train loss : tensor(0.0113, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026798619666979426 epoch time : 72.20025491714478
epoch 415 train loss : tensor(0.0121, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.027044455387762616 epoch time : 72.2176125049591
epoch 416 train loss : tensor(0.0120, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026681671096455483 epoch time : 72.23601579666138
epoch 417 train loss : tensor(0.0119, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.025998980693873904 epoch time : 72.07704782485962
epoch 418 train loss : tensor(0.0120, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02563213406219369 epoch time : 72.49755907058716
epoch 419 train loss : tensor(0.0111, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026672307490592913 epoch time : 72.17706418037415
epoch 420 train loss : tensor(0.0121, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.027870524231167065 epoch time : 72.17431616783142
epoch 421 train loss : tensor(0.0122, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02733533563358443 epoch time : 72.20401334762573
epoch 422 train loss : tensor(0.0120, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02684880429435344 epoch time : 72.29435753822327
epoch 423 train loss : tensor(0.0124, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.029985447990752402 epoch time : 72.24388527870178
epoch 424 train loss : tensor(0.0115, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02578950220985072 epoch time : 72.2109682559967
epoch 425 train loss : tensor(0.0117, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026152874298748515 epoch time : 72.01280975341797
epoch 426 train loss : tensor(0.0115, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02612272987053508 epoch time : 72.17278838157654
epoch 427 train loss : tensor(0.0112, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02546240690918196 epoch time : 72.37044167518616
epoch 428 train loss : tensor(0.0117, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026643024225320135 epoch time : 72.15004014968872
epoch 429 train loss : tensor(0.0116, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.0260804406411591 epoch time : 72.1996099948883
epoch 430 train loss : tensor(0.0114, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.0257432105108386 epoch time : 72.14881896972656
epoch 431 train loss : tensor(0.0119, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026044773026591257 epoch time : 72.05356478691101
epoch 432 train loss : tensor(0.0119, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026933834045415835 epoch time : 72.20643258094788
epoch 433 train loss : tensor(0.0121, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026057438570119086 epoch time : 72.17708730697632
epoch 434 train loss : tensor(0.0121, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02649473017525105 epoch time : 72.20197057723999
epoch 435 train loss : tensor(0.0118, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026658877286882626 epoch time : 72.28031659126282
epoch 436 train loss : tensor(0.0120, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02651695960334369 epoch time : 72.26483988761902
epoch 437 train loss : tensor(0.0122, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.025837138383871035 epoch time : 71.89691805839539
epoch 438 train loss : tensor(0.0118, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02602615792836462 epoch time : 71.88266324996948
epoch 439 train loss : tensor(0.0119, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.0262571070343256 epoch time : 72.1194076538086
epoch 440 train loss : tensor(0.0114, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026014857260244235 epoch time : 72.1809766292572
epoch 441 train loss : tensor(0.0115, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02641907591550123 epoch time : 71.89943027496338
epoch 442 train loss : tensor(0.0118, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026800295604126795 epoch time : 72.12541627883911
epoch 443 train loss : tensor(0.0117, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026274794890057473 epoch time : 72.10404634475708
epoch 444 train loss : tensor(0.0117, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.0261370436776252 epoch time : 72.05692911148071
epoch 445 train loss : tensor(0.0115, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02616700849362782 epoch time : 71.95319271087646
epoch 446 train loss : tensor(0.0129, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.027742528134868258 epoch time : 71.92741012573242
epoch 447 train loss : tensor(0.0123, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026416443377023653 epoch time : 71.99139499664307
epoch 448 train loss : tensor(0.0128, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02572001028983366 epoch time : 72.0812439918518
epoch 449 train loss : tensor(0.0116, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026221571667563347 epoch time : 72.11925482749939
epoch 450 train loss : tensor(0.0112, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026138428332550184 epoch time : 72.10162806510925
epoch 451 train loss : tensor(0.0110, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.025905701464840343 epoch time : 72.21037364006042
epoch 452 train loss : tensor(0.0116, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02698527125730401 epoch time : 72.35406804084778
epoch 453 train loss : tensor(0.0120, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02621039047482468 epoch time : 72.30645370483398
epoch 454 train loss : tensor(0.0121, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02593498836670603 epoch time : 72.18518662452698
epoch 455 train loss : tensor(0.0116, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02772428361432893 epoch time : 72.01044249534607
epoch 456 train loss : tensor(0.0117, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02575653445507799 epoch time : 72.20621395111084
epoch 457 train loss : tensor(0.0113, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026587691956332753 epoch time : 72.03364586830139
epoch 458 train loss : tensor(0.0110, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.025351490914112047 epoch time : 73.05405235290527
epoch 459 train loss : tensor(0.0113, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.025755908695005235 epoch time : 72.06804490089417
epoch 460 train loss : tensor(0.0119, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026083654591015408 epoch time : 72.07965993881226
epoch 461 train loss : tensor(0.0112, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.025791122267643612 epoch time : 72.31130790710449
epoch 462 train loss : tensor(0.0122, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026005037040227934 epoch time : 71.93316626548767
epoch 463 train loss : tensor(0.0113, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.024966968400847344 epoch time : 72.3545401096344
epoch 464 train loss : tensor(0.0115, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026054725849202702 epoch time : 72.09916925430298
epoch 465 train loss : tensor(0.0126, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.025581505859181994 epoch time : 71.94054985046387
epoch 466 train loss : tensor(0.0116, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026071459321039065 epoch time : 72.15384364128113
epoch 467 train loss : tensor(0.0116, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02542570996142569 epoch time : 72.06598210334778
epoch 468 train loss : tensor(0.0121, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.025598139635154178 epoch time : 71.92787575721741
epoch 469 train loss : tensor(0.0115, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026980647373767125 epoch time : 72.26866793632507
epoch 470 train loss : tensor(0.0119, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02659784479155427 epoch time : 72.27638912200928
epoch 471 train loss : tensor(0.0114, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.025592287292792684 epoch time : 72.02352237701416
epoch 472 train loss : tensor(0.0112, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.025016357235255696 epoch time : 72.11574482917786
epoch 473 train loss : tensor(0.0124, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.025793632669817834 epoch time : 72.10041642189026
epoch 474 train loss : tensor(0.0110, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02632262504526547 epoch time : 71.96181869506836
epoch 475 train loss : tensor(0.0119, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02590980531559104 epoch time : 72.1099259853363
epoch 476 train loss : tensor(0.0112, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.025279440606633823 epoch time : 72.35426139831543
epoch 477 train loss : tensor(0.0119, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02602158903720833 epoch time : 72.03128743171692
epoch 478 train loss : tensor(0.0109, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.025052860290521665 epoch time : 71.94632959365845
epoch 479 train loss : tensor(0.0112, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.025084775739482472 epoch time : 72.12390446662903
epoch 480 train loss : tensor(0.0111, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.025161611714533398 epoch time : 71.93972873687744
epoch 481 train loss : tensor(0.0110, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02553851166296573 epoch time : 72.6195924282074
epoch 482 train loss : tensor(0.0114, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026745521419105075 epoch time : 72.69258618354797
epoch 483 train loss : tensor(0.0111, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02551905775354022 epoch time : 72.14617586135864
epoch 484 train loss : tensor(0.0112, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.025390828560505594 epoch time : 72.08647584915161
epoch 485 train loss : tensor(0.0120, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02648484884273438 epoch time : 72.25403070449829
epoch 486 train loss : tensor(0.0110, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02514638884791306 epoch time : 72.19618391990662
epoch 487 train loss : tensor(0.0120, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02514040372556164 epoch time : 71.99186658859253
epoch 488 train loss : tensor(0.0112, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02582656592130661 epoch time : 72.06208753585815
epoch 489 train loss : tensor(0.0121, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02497249220808347 epoch time : 71.99694514274597
epoch 490 train loss : tensor(0.0116, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.025526679342701322 epoch time : 72.04831981658936
epoch 491 train loss : tensor(0.0109, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02575205568046797 epoch time : 72.0622489452362
epoch 492 train loss : tensor(0.0117, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02647064608477411 epoch time : 72.21920561790466
epoch 493 train loss : tensor(0.0121, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026421745263394854 epoch time : 71.95161867141724
epoch 494 train loss : tensor(0.0113, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.025516090914607048 epoch time : 72.12411046028137
epoch 495 train loss : tensor(0.0117, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02615477792209103 epoch time : 72.07736301422119
epoch 496 train loss : tensor(0.0117, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02546516770408267 epoch time : 72.1546242237091
epoch 497 train loss : tensor(0.0118, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02630250005140191 epoch time : 72.16679191589355
epoch 498 train loss : tensor(0.0111, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02520773834770634 epoch time : 72.10296773910522
epoch 499 train loss : tensor(0.0126, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02686208025330589 epoch time : 72.16303634643555
epoch 500 train loss : tensor(0.0115, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.025464059518916265 epoch time : 72.21323609352112
epoch 501 train loss : tensor(0.0109, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02539068478203955 epoch time : 71.90740323066711
epoch 502 train loss : tensor(0.0116, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.025712158442253157 epoch time : 72.05337357521057
epoch 503 train loss : tensor(0.0117, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02541184780143556 epoch time : 72.19680261611938
